,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,usg_pct,ts_pct,ast_pct,season
1531,696,Arvydas Sabonis,POR,33,87.0,292.0,,Lithuania,1986,1,24,73,16.0,10.0,3.0,4.6,0.231,0.581,0.161,1997-98
12083,398,Ashraf Amaya,WAS,25,80.0,230.0,Southern Illinois,USA,,Undrafted,Undrafted,31,1.3,1.7,0.1,-8.6,0.184,0.382,0.038,1996-97
12811,11343,Ashton Hagans,MIN,21,75.0,190.0,Kentucky,USA,,Undrafted,Undrafted,2,0.0,0.0,0.0,-21.8,0.083,0.0,0.0,2020-21
3787,1653,Austin Croshere,IND,25,81.0,235.0,Providence,USA,1997,1,12,81,10.3,6.4,1.1,8.2,0.212,0.553,0.078,1999-00
5744,6541,Austin Daye,DET,23,83.0,200.0,Gonzaga,USA,2009,1,15,72,7.5,3.8,1.1,-4.7,0.184,0.518,0.085,2010-11
2532,12567,Austin Reaves,LAL,25,77.0,197.0,Oklahoma,USA,,Undrafted,Undrafted,64,13.0,3.0,3.4,4.9,0.154,0.687,0.155,2022-23
1792,9959,Austin Rivers,LAC,25,76.0,200.0,Duke,USA,2012,1,10,61,15.1,2.4,4.0,-1.7,0.206,0.526,0.179,2017-18
1472,9431,Avery Bradley,BOS,26,74.0,180.0,Texas,USA,2010,1,19,55,16.3,6.1,2.2,1.2,0.218,0.548,0.107,2016-17
3343,1642,Avery Johnson,SAS,35,71.0,180.0,Southern,USA,,Undrafted,Undrafted,82,11.2,1.9,6.0,6.3,0.192,0.5,0.319,1999-00
9721,5027,Awvee Storey,MIL,31,78.0,225.0,Arizona State,USA,,Undrafted,Undrafted,26,3.5,2.1,0.6,-11.0,0.183,0.452,0.102,2007-08
9652,8727,Axel Toupane,DEN,23,79.0,210.0,,France,,Undrafted,Undrafted,21,3.6,1.5,0.7,-2.1,0.125,0.49,0.068,2015-16
4824,11987,Ayo Dosunmu,CHI,22,76.0,200.0,Illinois,USA,2021,2,38,77,8.8,2.8,3.3,-5.0,0.138,0.596,0.164,2021-22
5383,400,B.J. Armstrong,GSW,29,74.0,175.0,Iowa,USA,1989,1,18,49,7.9,1.5,2.6,-6.5,0.186,0.538,0.209,1996-97
6646,11988,BJ Johnson,ORL,26,78.0,200.0,La Salle,USA,,Undrafted,Undrafted,4,6.5,3.8,0.0,-9.2,0.169,0.52,0.0,2021-22
633,12570,Bam Adebayo,MIA,25,81.0,255.0,Kentucky,USA,2017,1,14,75,20.4,9.2,3.2,1.8,0.251,0.592,0.154,2022-23
336,3129,Baron Davis,NOH,25,75.0,223.0,UCLA,USA,1999,1,3,67,22.9,4.3,7.5,2.7,0.298,0.492,0.363,2003-04
12783,9429,Ben Bentil,DAL,22,81.0,235.0,Providence,Ghana,2016,2,51,3,0.0,0.7,0.0,-44.0,0.184,0.0,0.0,2016-17
11261,991,Ben Davis,NYK,26,81.0,240.0,Arizona,USA,1996,2,43,8,2.1,1.4,0.4,16.6,0.341,0.433,0.25,1998-99
483,4531,Ben Gordon,CHI,24,75.0,200.0,Connecticut,USA,2004,1,3,82,21.4,3.1,3.6,5.6,0.29,0.572,0.194,2006-07
8588,3843,Ben Handlogten,UTA,31,82.0,240.0,Western Michigan,USA,,Undrafted,Undrafted,21,4.5,3.1,0.6,-8.5,0.173,0.525,0.075,2004-05
11444,7312,Ben Hansbrough,IND,25,75.0,203.0,Notre Dame,USA,,Undrafted,Undrafted,28,2.0,0.6,0.8,-6.7,0.163,0.501,0.202,2012-13
2896,8235,Ben McLemore,SAC,22,77.0,195.0,Kansas,USA,2013,1,7,82,12.1,2.9,1.7,-1.3,0.172,0.552,0.082,2014-15
12792,9956,Ben Moore,IND,23,80.0,220.0,Southern Methodist,USA,,Undrafted,Undrafted,2,0.0,0.5,0.5,-79.8,0.0,0.0,0.111,2017-18
1318,10238,Ben Simmons,PHI,22,82.0,230.0,Louisiana State,Australia,2016,1,1,79,16.9,8.8,7.7,2.4,0.215,0.582,0.341,2018-19
8619,7030,Ben Uzoh,TOR,24,75.0,205.0,Tulsa,USA,,Undrafted,Undrafted,18,4.5,3.7,3.4,0.9,0.162,0.377,0.28,2011-12
4167,3842,Ben Wallace,DET,30,81.0,240.0,Virginia Union,USA,,Undrafted,Undrafted,74,9.7,12.2,1.7,7.6,0.152,0.459,0.075,2004-05
1368,12572,Bennedict Mathurin,IND,21,77.0,210.0,Arizona,Canada,2022,1,6,78,16.7,4.1,1.5,-4.3,0.235,0.566,0.078,2022-23
2248,6521,Beno Udrih,SAC,28,75.0,205.0,,Slovenia,2004,1,28,79,13.7,3.4,4.9,-5.6,0.168,0.587,0.219,2010-11
8556,732,Benoit Benjamin,PHI,33,84.0,265.0,Creighton,USA,1985,1,3,14,4.5,3.8,0.2,2.5,0.147,0.581,0.024,1997-98
10557,7314,Bernard James,DAL,28,82.0,240.0,Florida State,USA,2012,2,33,46,2.8,2.8,0.1,-0.6,0.133,0.541,0.02,2012-13
6686,4266,Bernard Robinson,CHA,25,78.0,210.0,Michigan,USA,2004,2,45,66,6.4,3.3,1.2,-2.9,0.169,0.498,0.096,2005-06
10049,1976,Bill Curley,GSW,29,81.0,220.0,Boston College,USA,1994,1,22,20,3.2,1.9,0.2,-6.8,0.159,0.569,0.028,2000-01
8446,405,Bill Wennington,CHI,34,84.0,245.0,St. John's (NY),USA,1985,1,16,61,4.6,2.1,0.7,7.7,0.168,0.538,0.079,1996-97
6632,10239,Billy Garrett,NYK,24,78.0,215.0,DePaul,USA,,Undrafted,Undrafted,4,6.5,0.8,1.8,-8.6,0.215,0.452,0.189,2018-19
3441,415,Billy Owens,SAC,28,81.0,225.0,Syracuse,USA,1991,1,3,66,11.0,5.9,2.8,-3.0,0.189,0.514,0.154,1996-97
9497,3839,Billy Thomas,NJN,29,77.0,218.0,Kansas,USA,,Undrafted,Undrafted,25,3.7,1.4,0.7,-1.9,0.146,0.47,0.078,2004-05
4291,996,Bimbo Coles,GSW,31,74.0,182.0,Virginia Tech,USA,1990,2,40,48,9.5,2.4,4.6,-2.7,0.187,0.496,0.286,1998-99
5845,10859,Bismack Biyombo,CHA,27,80.0,255.0,,DRC,2011,1,7,53,7.4,5.8,0.9,-6.6,0.168,0.57,0.079,2019-20
1482,737,Bison Dele,DET,29,83.0,260.0,Arizona,USA,1991,1,10,78,16.2,8.9,1.2,0.4,0.241,0.542,0.068,1997-98
7271,5021,Blake Ahearn,MIA,24,74.0,190.0,Missouri State,USA,,Undrafted,Undrafted,12,5.8,1.6,1.6,-23.6,0.254,0.495,0.288,2007-08
235,10241,Blake Griffin,DET,30,82.0,250.0,Oklahoma,USA,2009,1,1,75,24.5,7.5,5.4,0.5,0.296,0.581,0.268,2018-19
8130,12575,Blake Wesley,SAS,20,76.0,185.0,Notre Dame,USA,2022,1,25,37,5.0,2.2,2.6,-13.4,0.18,0.393,0.201,2022-23
3555,738,Blue Edwards,VAN,32,76.0,229.0,East Carolina,USA,1989,1,21,81,10.8,2.7,2.5,-5.0,0.221,0.521,0.17,1997-98
4290,739,Bo Outlaw,ORL,27,80.0,210.0,Houston,USA,,Undrafted,Undrafted,82,9.5,7.8,2.6,-0.4,0.135,0.575,0.122,1997-98
12691,740,Bob McCann,TOR,34,78.0,244.0,Morehead State,USA,1987,2,32,1,0.0,1.0,0.0,-27.5,0.088,0.0,0.0,1997-98
2208,1604,Bob Sura,CLE,27,77.0,200.0,Florida State,USA,1995,1,17,73,13.8,3.9,3.9,-3.6,0.208,0.545,0.215,1999-00
5935,10242,Boban Marjanovic,PHI,30,87.0,290.0,,Serbia,,Undrafted,Undrafted,58,7.3,4.6,0.9,0.1,0.222,0.664,0.128,2018-19
7746,5708,Bobby Brown,MIN,24,74.0,175.0,Cal State-Fullerton,USA,,Undrafted,Undrafted,68,5.3,0.8,1.7,-12.5,0.211,0.476,0.214,2008-09
9003,742,Bobby Hurley,VAN,27,72.0,165.0,Duke,USA,1993,1,7,61,4.1,1.1,2.9,-8.0,0.181,0.461,0.33,1997-98
1742,2944,Bobby Jackson,SAC,30,73.0,185.0,Minnesota,USA,1997,1,23,59,15.2,3.7,3.1,5.5,0.237,0.561,0.187,2002-03
9291,5024,Bobby Jones,DEN,24,79.0,215.0,Washington,USA,2006,2,37,46,3.9,2.0,0.6,-7.2,0.164,0.548,0.092,2007-08
2013,1027,Bobby Phills,CHH,29,77.0,226.0,Southern,USA,1991,2,45,43,14.3,4.0,3.5,3.4,0.2,0.537,0.168,1998-99
1947,12001,Bobby Portis,MIL,27,82.0,250.0,Arkansas,USA,2015,1,22,72,14.6,9.1,1.2,6.3,0.207,0.571,0.061,2021-22
1433,3835,Bobby Simmons,LAC,25,78.0,228.0,DePaul,USA,2001,2,41,75,16.4,5.9,2.7,0.4,0.208,0.54,0.126,2004-05
1452,11303,Bogdan Bogdanovic,ATL,28,78.0,220.0,,Serbia,2014,1,27,44,16.4,3.6,3.3,3.9,0.21,0.616,0.169,2020-21
468,12579,Bojan Bogdanovic,DET,34,79.0,226.0,,Croatia,2011,2,31,59,21.6,3.8,2.6,-8.2,0.251,0.627,0.133,2022-23
4630,12580,Bol Bol,ORL,23,86.0,220.0,Oregon,Sudan,2019,2,44,70,9.1,5.8,1.0,-4.4,0.177,0.603,0.069,2022-23
3088,12581,Bones Hyland,LAC,22,74.0,169.0,Virginia Commonwealth,USA,2021,1,26,56,11.8,2.4,3.1,-5.3,0.271,0.535,0.245,2022-23
11189,4270,Boniface Ndong,LAC,28,84.0,205.0,,Senegal,,Undrafted,Undrafted,23,2.2,1.6,0.3,-14.0,0.187,0.439,0.08,2005-06
1281,2595,Bonzi Wells,POR,25,77.0,213.0,Ball State,USA,1998,1,11,74,17.0,6.0,2.8,4.2,0.263,0.538,0.152,2001-02
8221,10246,Bonzie Colson,MIL,23,78.0,225.0,Notre Dame,USA,,Undrafted,Undrafted,8,4.9,3.8,0.4,-9.2,0.174,0.454,0.04,2018-19
2396,4259,Boris Diaw,PHX,24,80.0,215.0,,France,2003,1,21,81,13.3,6.9,6.2,9.3,0.179,0.564,0.245,2005-06
4115,5028,Bostjan Nachbar,NJN,27,81.0,221.0,,Slovenia,2002,1,15,75,9.8,3.5,1.2,-8.5,0.214,0.531,0.1,2007-08
4719,4257,Bracey Wright,MIN,21,75.0,210.0,Indiana,USA,2005,2,47,7,8.9,2.6,0.7,-4.3,0.228,0.534,0.072,2005-06
11256,745,Brad Lohaus,SAS,33,83.0,230.0,Iowa,USA,1987,2,45,9,2.1,1.3,0.6,-17.0,0.122,0.426,0.088,1997-98
1627,3856,Brad Miller,SAC,29,84.0,261.0,Purdue,USA,,Undrafted,Undrafted,56,15.6,9.3,3.9,4.9,0.175,0.596,0.16,2004-05
6285,10811,Brad Wanamaker,BOS,30,75.0,210.0,Pittsburgh,USA,,Undrafted,Undrafted,71,6.9,2.0,2.5,5.0,0.152,0.577,0.181,2019-20
15,11307,Bradley Beal,WAS,28,75.0,207.0,Florida,USA,2012,1,3,60,31.3,4.7,4.4,-0.4,0.331,0.593,0.202,2020-21
4600,7741,Brandan Wright,DAL,26,82.0,210.0,North Carolina,USA,2007,1,8,58,9.1,4.2,0.5,6.4,0.178,0.695,0.046,2013-14
12506,8738,Branden Dawson,LAC,23,78.0,225.0,Michigan State,USA,2015,2,56,6,0.8,0.7,0.0,-24.6,0.092,0.46,0.0,2015-16
12730,3831,Brandin Knight,HOU,23,72.0,180.0,Pittsburgh,USA,,Undrafted,Undrafted,1,0.0,0.0,1.0,-10.1,0.143,0.0,0.333,2004-05
10626,3141,Brandon Armstrong,NJN,24,77.0,185.0,Pepperdine,USA,2001,1,23,56,2.7,0.8,0.3,-14.0,0.229,0.427,0.065,2003-04
2728,7021,Brandon Bass,BOS,27,80.0,250.0,Louisiana State,USA,2005,2,33,59,12.5,6.2,0.9,4.9,0.197,0.524,0.05,2011-12
6471,11950,Brandon Boston,LAC,20,78.0,188.0,Kentucky,USA,2021,2,51,51,6.7,2.2,1.0,-2.0,0.212,0.481,0.103,2021-22
6648,12583,Brandon Boston Jr.,LAC,21,78.0,188.0,Kentucky,USA,2021,2,51,22,6.5,1.4,0.9,-7.7,0.237,0.515,0.129,2022-23
2906,10809,Brandon Clarke,MEM,23,80.0,215.0,Gonzaga,Canada,2019,1,21,58,12.1,5.9,1.4,-0.1,0.18,0.663,0.092,2019-20
7777,8440,Brandon Davies,PHI,23,82.0,240.0,Brigham Young,USA,,Undrafted,Undrafted,27,5.3,3.1,1.1,-19.1,0.186,0.463,0.123,2014-15
7015,10808,Brandon Goodwin,ATL,24,72.0,180.0,Florida Gulf Coast,USA,,Undrafted,Undrafted,34,6.1,2.1,1.5,-13.8,0.22,0.507,0.208,2019-20
9703,3142,Brandon Hunter,BOS,23,79.0,260.0,Ohio,USA,2003,2,56,36,3.5,3.3,0.5,-0.8,0.168,0.463,0.077,2003-04
223,12610,Brandon Ingram,NOP,25,80.0,190.0,Duke,USA,2016,1,2,45,24.7,5.5,5.8,3.0,0.306,0.582,0.277,2022-23
844,7019,Brandon Jennings,MIL,22,73.0,169.0,,USA,2009,1,10,66,19.1,3.4,5.5,-2.3,0.258,0.514,0.264,2011-12
765,8741,Brandon Knight,PHX,24,75.0,189.0,Kentucky,USA,2011,1,8,52,19.6,3.9,5.1,-6.8,0.263,0.522,0.234,2015-16
11118,9943,Brandon Paul,SAS,27,76.0,200.0,,USA,,Undrafted,Undrafted,64,2.3,1.1,0.6,0.3,0.131,0.504,0.096,2017-18
357,5701,Brandon Roy,POR,24,78.0,211.0,Washington,USA,2006,1,6,78,22.6,4.7,5.1,8.9,0.274,0.573,0.243,2008-09
4126,7017,Brandon Rush,GSW,26,78.0,225.0,Kansas,USA,2008,1,13,65,9.8,3.9,1.4,-1.7,0.156,0.628,0.081,2011-12
7974,10252,Brandon Sampson,CHI,22,77.0,184.0,,USA,,Undrafted,Undrafted,14,5.1,1.1,0.7,-6.0,0.154,0.567,0.063,2018-19
2565,11898,Brandon Williams,POR,22,74.0,190.0,Arizona,USA,,Undrafted,Undrafted,24,12.9,3.1,3.9,-20.4,0.246,0.476,0.235,2021-22
6037,11899,Braxton Key,DET,25,80.0,225.0,Virginia,USA,,Undrafted,Undrafted,11,7.2,4.5,1.0,8.0,0.184,0.508,0.077,2021-22
3655,5088,Brendan Haywood,WAS,28,84.0,263.0,North Carolina,USA,2001,1,20,80,10.6,7.2,0.9,1.2,0.174,0.582,0.051,2007-08
1984,2545,Brent Barry,SEA,30,78.0,203.0,Oregon State,USA,1995,1,15,81,14.4,5.4,5.3,3.3,0.161,0.652,0.209,2001-02
5877,1057,Brent Price,HOU,30,73.0,185.0,Oklahoma,USA,1992,2,32,40,7.3,2.0,2.8,1.6,0.17,0.624,0.227,1998-99
12168,392,Brent Scott,IND,26,82.0,250.0,Rice,USA,,Undrafted,Undrafted,16,1.2,0.6,0.2,4.9,0.186,0.484,0.086,1996-97
11139,195,Brett Szabo,BOS,29,83.0,230.0,Augustana (SD),USA,,Undrafted,Undrafted,70,2.2,2.4,0.2,-11.1,0.119,0.517,0.039,1996-97
2677,4252,Brevin Knight,CHA,30,70.0,170.0,Stanford,USA,1997,1,16,69,12.6,3.2,8.8,-5.3,0.202,0.478,0.412,2005-06
12394,10805,Brian Bowen II,IND,21,78.0,190.0,,USA,,Undrafted,Undrafted,6,1.0,1.2,0.0,15.7,0.143,0.3,0.0,2019-20
4232,3507,Brian Cardinal,GSW,27,80.0,245.0,Purdue,USA,2000,2,44,76,9.6,4.2,1.4,3.7,0.189,0.626,0.106,2003-04
5410,4271,Brian Cook,LAL,25,81.0,258.0,Illinois,USA,2003,1,24,81,7.9,3.4,0.9,3.5,0.183,0.578,0.079,2005-06
8555,722,Brian Evans,NJN,24,80.0,220.0,Indiana,USA,1996,1,27,72,4.5,1.9,0.8,-4.0,0.185,0.476,0.105,1997-98
1739,1932,Brian Grant,MIA,29,81.0,250.0,Xavier,USA,1994,1,8,82,15.2,8.8,1.2,3.7,0.236,0.536,0.072,2000-01
10253,720,Brian Oliver,ATL,30,76.0,210.0,Georgia Tech,USA,1990,2,32,5,3.0,1.8,0.4,-1.8,0.144,0.361,0.047,1997-98
4392,7747,Brian Roberts,NOP,28,73.0,173.0,Dayton,USA,,Undrafted,Undrafted,72,9.4,1.9,3.3,-4.8,0.203,0.529,0.226,2013-14
6791,3765,Brian Scalabrine,NJN,27,81.0,235.0,Southern California,USA,2001,2,34,54,6.3,4.5,1.6,-1.0,0.17,0.468,0.132,2004-05
5952,125,Brian Shaw,ORL,31,78.0,200.0,California-Santa Barbara,USA,1988,1,24,77,7.2,2.5,4.1,-10.5,0.184,0.478,0.297,1996-97
3701,3123,Brian Skinner,MIL,28,81.0,265.0,Baylor,USA,1998,1,22,56,10.5,7.3,0.9,-1.9,0.189,0.513,0.052,2003-04
8733,8744,Briante Weber,MIA,23,74.0,165.0,Virginia Commonwealth,USA,,Undrafted,Undrafted,7,4.4,3.6,3.0,-22.5,0.118,0.38,0.175,2015-16
11003,9941,Brice Johnson,LAC,24,82.0,230.0,North Carolina,USA,2016,1,25,18,2.4,1.7,0.1,-2.3,0.193,0.486,0.03,2017-18
11288,3162,Britton Johnsen,ORL,24,82.0,210.0,Utah,USA,,Undrafted,Undrafted,20,2.1,2.3,0.6,-16.4,0.126,0.318,0.072,2003-04
9340,11312,Brodric Thomas,CLE,24,77.0,185.0,Truman State,USA,,Undrafted,Undrafted,32,3.9,1.7,0.9,-4.5,0.158,0.487,0.115,2020-21
579,7748,Brook Lopez,BKN,26,84.0,275.0,Stanford,USA,2008,1,10,17,20.7,6.0,0.9,-0.2,0.269,0.629,0.059,2013-14
6479,126,Brooks Thompson,DEN,26,76.0,193.0,Oklahoma State,USA,1994,1,27,67,6.6,1.4,2.7,-6.2,0.214,0.526,0.277,1996-97
5186,3762,Bruce Bowen,SAS,34,79.0,200.0,Cal State-Fullerton,USA,,Undrafted,Undrafted,82,8.2,3.5,1.5,9.5,0.127,0.521,0.075,2004-05
3240,12635,Bruce Brown,DEN,26,76.0,202.0,Miami,USA,2018,2,42,80,11.5,4.1,3.4,0.8,0.174,0.571,0.164,2022-23
5153,10255,Bruno Caboclo,MEM,23,81.0,218.0,,Brazil,2014,1,20,34,8.3,4.6,1.5,0.9,0.15,0.571,0.091,2018-19
8867,10801,Bruno Fernando,ATL,21,81.0,240.0,Maryland,Angola,2019,2,34,56,4.3,3.5,0.9,-5.6,0.147,0.542,0.101,2019-20
9265,1920,Bruno Sundov,IND,21,86.0,239.0,,Croatia,1998,2,35,11,3.9,2.1,0.2,-12.5,0.175,0.498,0.03,2000-01
1456,716,Bryant Reeves,VAN,25,84.0,275.0,Oklahoma State,USA,1995,1,6,74,16.3,7.9,2.1,-8.0,0.22,0.559,0.108,1997-98
1830,129,Bryant Stith,DEN,26,77.0,208.0,Virginia,USA,1992,1,13,52,14.9,4.2,2.6,-5.6,0.201,0.548,0.125,1996-97
7776,8432,Bryce Cotton,UTA,22,73.0,165.0,Providence,USA,,Undrafted,Undrafted,15,5.3,1.2,1.0,-0.4,0.237,0.52,0.169,2014-15
7492,8778,Bryce Dejean-Jones,NOP,23,78.0,203.0,Iowa State,USA,,Undrafted,Undrafted,14,5.6,3.4,1.1,-7.0,0.141,0.505,0.076,2015-16
6780,1917,Bryce Drew,CHI,26,75.0,185.0,Valparaiso,USA,1998,1,16,48,6.3,1.4,3.9,-7.4,0.143,0.45,0.231,2000-01
7807,12637,Bryce McGowens,CHA,20,78.0,175.0,Nebraska,USA,2022,2,40,46,5.3,2.0,1.2,-9.7,0.147,0.519,0.098,2022-23
3083,10256,Bryn Forbes,SAS,25,75.0,190.0,Michigan State,USA,,Undrafted,Undrafted,82,11.8,2.9,2.1,-0.3,0.171,0.586,0.105,2018-19
2080,1562,Bryon Russell,UTA,29,79.0,225.0,Long Beach State,USA,1993,2,45,82,14.1,5.2,1.9,8.9,0.184,0.55,0.087,1999-00
9904,726,Bubba Wells,DAL,23,77.0,230.0,Austin Peay,USA,1997,2,34,39,3.3,1.7,0.9,-14.0,0.185,0.474,0.142,1997-98
6758,131,Buck Williams,NYK,37,80.0,225.0,Maryland,USA,1981,1,3,74,6.3,5.4,0.7,6.9,0.149,0.574,0.059,1996-97
11904,12639,Buddy Boeheim,DET,23,78.0,205.0,Syracuse,USA,,Undrafted,Undrafted,10,1.6,0.6,0.4,2.7,0.131,0.287,0.059,2022-23
582,10257,Buddy Hield,SAC,26,76.0,214.0,Oklahoma,Bahamas,2016,1,6,82,20.7,5.0,2.5,-0.6,0.243,0.587,0.117,2018-19
3665,7272,Byron Mullens,CHA,24,84.0,275.0,Ohio State,USA,2009,1,24,53,10.6,6.4,1.5,-16.2,0.213,0.465,0.102,2012-13
6386,132,Byron Scott,LAL,36,76.0,205.0,Arizona State,USA,1983,1,4,79,6.7,1.5,1.3,6.7,0.157,0.59,0.11,1996-97
3808,6217,C.J. Watson,GSW,26,74.0,175.0,Tennessee,USA,,Undrafted,Undrafted,65,10.3,2.6,2.8,-0.7,0.161,0.555,0.143,2009-10
7598,9936,C.J. Williams,LAC,28,77.0,230.0,North Carolina State,USA,,Undrafted,Undrafted,38,5.5,1.5,1.1,-1.2,0.134,0.512,0.086,2017-18
7324,11906,CJ Elleby,POR,22,78.0,200.0,Washington State,USA,2020,2,46,58,5.8,3.9,1.5,-14.3,0.143,0.491,0.109,2021-22
323,11320,CJ McCollum,POR,29,75.0,190.0,Lehigh,USA,2013,1,10,47,23.1,3.9,4.7,6.2,0.265,0.577,0.22,2020-21
2332,8429,CJ Miles,IND,28,78.0,231.0,,USA,2005,2,34,70,13.5,3.1,1.1,4.0,0.235,0.525,0.069,2014-15
10338,8812,CJ Wilcox,LAC,25,77.0,195.0,Washington,USA,2014,1,28,23,3.0,0.5,0.4,8.8,0.2,0.491,0.09,2015-16
727,12642,Cade Cunningham,DET,21,79.0,220.0,Oklahoma State,USA,2021,1,1,12,19.9,6.2,6.0,-6.1,0.287,0.492,0.306,2022-23
10048,1923,Cal Bowdler,ATL,24,82.0,245.0,Old Dominion,USA,1999,1,17,44,3.2,1.8,0.1,1.3,0.168,0.532,0.016,2000-01
2571,711,Calbert Cheaney,WAS,26,79.0,215.0,Indiana,USA,1993,1,6,82,12.8,4.0,2.1,0.2,0.185,0.488,0.096,1997-98
9463,12643,Caleb Houstan,ORL,20,80.0,205.0,Michigan,Canada,2022,2,32,51,3.8,1.9,0.6,-5.3,0.107,0.508,0.051,2022-23
4280,12645,Caleb Martin,MIA,27,77.0,205.0,Nevada,USA,,Undrafted,Undrafted,71,9.6,4.8,1.6,0.0,0.143,0.571,0.082,2022-23
11008,10803,Caleb Swanigan,POR,23,81.0,260.0,Purdue,USA,2017,1,26,27,2.4,3.7,1.1,-6.5,0.132,0.597,0.138,2019-20
6872,2541,Calvin Booth,SEA,26,83.0,231.0,Penn State,USA,1999,2,35,15,6.2,3.6,1.1,-8.3,0.178,0.502,0.092,2001-02
3380,11322,Cam Reddish,ATL,21,80.0,218.0,Duke,USA,2019,1,10,26,11.2,4.0,1.3,-4.0,0.183,0.488,0.066,2020-21
3685,12646,Cam Thomas,BKN,21,75.0,210.0,Louisiana State,Japan,2021,1,27,57,10.6,1.7,1.4,-1.6,0.268,0.567,0.133,2022-23
11594,8813,Cameron Bairstow,DET,25,81.0,250.0,New Mexico,Australia,2014,2,49,18,1.9,1.6,0.3,-7.1,0.198,0.391,0.091,2015-16
1677,12647,Cameron Johnson,BKN,27,80.0,210.0,North Carolina,USA,2019,1,11,42,15.5,4.4,1.9,6.6,0.202,0.617,0.099,2022-23
8435,11893,Cameron McGriff,POR,24,79.0,220.0,Oklahoma State,USA,,Undrafted,Undrafted,3,4.7,5.0,1.0,7.3,0.122,0.47,0.086,2021-22
3237,11892,Cameron Oliver,ATL,25,80.0,239.0,Nevada,USA,,Undrafted,Undrafted,2,11.5,3.0,1.5,-0.9,0.167,0.705,0.097,2021-22
3542,10815,Cameron Payne,PHX,25,73.0,183.0,Murray State,USA,2015,1,14,8,10.9,3.9,3.0,23.1,0.182,0.612,0.182,2019-20
8105,10263,Cameron Reynolds,MIN,24,80.0,225.0,,USA,,Undrafted,Undrafted,19,5.0,1.6,0.7,-4.9,0.141,0.58,0.073,2018-19
662,11361,Caris LeVert,IND,26,78.0,205.0,Michigan,USA,2016,1,20,47,20.2,4.6,5.2,-0.2,0.279,0.531,0.255,2020-21
5302,134,Carl Herrera,SAS,30,81.0,225.0,Houston,USA,1990,2,30,75,8.0,4.5,0.7,-9.7,0.19,0.463,0.047,1996-97
1338,6042,Carl Landry,SAC,26,81.0,248.0,Purdue,USA,2007,2,31,80,16.8,5.9,0.8,-2.9,0.227,0.6,0.048,2009-10
9790,709,Carl Thomas,CLE,28,76.0,195.0,Eastern Michigan,USA,,Undrafted,Undrafted,43,3.4,1.1,0.4,-5.1,0.179,0.49,0.086,1997-98
11681,7005,Carldell Johnson,NOH,29,70.0,180.0,Alabama-Birmingham,USA,,Undrafted,Undrafted,15,1.8,0.6,1.5,2.3,0.182,0.372,0.314,2011-12
10498,12650,Carlik Jones,CHI,25,72.0,174.0,Louisville,USA,,Undrafted,Undrafted,7,2.9,0.7,0.9,20.7,0.153,0.54,0.133,2022-23
2674,3087,Carlos Arroyo,UTA,24,74.0,202.0,Florida International,Puerto Rico,,Undrafted,Undrafted,71,12.6,2.6,5.0,-1.4,0.236,0.517,0.329,2003-04
523,5101,Carlos Boozer,UTA,26,81.0,266.0,Duke,USA,2002,2,34,81,21.1,10.4,2.9,7.2,0.266,0.581,0.135,2007-08
3212,6376,Carlos Delfino,MIL,28,78.0,230.0,,Argentina,2003,1,25,49,11.5,4.1,2.3,-3.9,0.177,0.517,0.123,2010-11
4095,136,Carlos Rogers,TOR,26,83.0,220.0,Tennessee State,USA,1994,1,11,56,9.8,5.4,0.7,-5.7,0.168,0.575,0.046,1996-97
43,4446,Carmelo Anthony,DEN,23,80.0,230.0,Syracuse,USA,2003,1,3,65,28.9,6.0,3.8,2.7,0.335,0.552,0.183,2006-07
561,5746,Caron Butler,WAS,29,79.0,228.0,Connecticut,USA,2002,1,10,67,20.8,6.2,4.3,-9.0,0.259,0.552,0.194,2008-09
10668,7757,Carrick Felix,CLE,23,78.0,201.0,Arizona State,USA,2013,2,33,7,2.7,0.9,0.6,4.7,0.221,0.603,0.143,2013-14
7323,11887,Carsen Edwards,DET,24,71.0,200.0,Purdue,USA,2019,2,33,4,5.8,1.5,3.5,-5.9,0.179,0.378,0.25,2021-22
4460,6941,Cartier Martin,WAS,27,79.0,220.0,Kansas State,USA,,Undrafted,Undrafted,17,9.3,3.4,0.6,3.1,0.183,0.555,0.041,2011-12
6605,3752,Casey Jacobsen,NOH,24,78.0,215.0,Stanford,USA,2002,1,22,84,6.5,2.0,1.3,-0.4,0.144,0.555,0.102,2004-05
12672,1072,Casey Shaw,PHI,23,83.0,260.0,Toledo,USA,1998,2,37,9,0.2,0.3,0.0,-10.7,0.286,0.125,0.0,1998-99
7771,7759,Casper Ware,PHI,24,70.0,175.0,Long Beach State,USA,,Undrafted,Undrafted,9,5.3,1.0,1.1,1.0,0.196,0.538,0.135,2013-14
7322,11886,Cassius Stanley,DET,22,77.0,190.0,Duke,USA,2020,2,54,9,5.8,2.1,0.4,-4.3,0.148,0.516,0.043,2021-22
11508,11885,Cassius Winston,WAS,24,73.0,185.0,Michigan State,USA,2020,2,53,7,2.0,0.1,1.0,-3.4,0.184,0.549,0.28,2021-22
12824,11884,Cat Barber,ATL,27,73.0,173.0,North Carolina State,USA,2016,Undrafted,Undrafted,3,0.0,1.0,1.0,34.6,0.219,0.0,0.2,2021-22
